city,micro_market,property_type,avg_price_sqft,avg_rent_sqft,avg_unit_size_sqft,transaction_count,date
Mumbai,Kanjurmarg,1BHK,17793.13,63.76,450,85,2018-07-01
Mumbai,Kanjurmarg,1BHK,17869.47,64.03,450,79,2018-08-01
Mumbai,Kanjurmarg,1BHK,18043.23,64.65,450,68,2018-09-01
Mumbai,Kanjurmarg,1BHK,18220.33,65.29,450,50,2018-10-01
Mumbai,Kanjurmarg,1BHK,18386.28,65.88,450,131,2018-11-01
Mumbai,Kanjurmarg,1BHK,18573.19,66.55,450,70,2018-12-01
Mumbai,Kanjurmarg,1BHK,18566.64,66.53,450,100,2019-01-01
Mumbai,Kanjurmarg,1BHK,18789.8,67.33,450,103,2019-02-01
Mumbai,Kanjurmarg,1BHK,18970.42,67.98,450,121,2019-03-01
Mumbai,Kanjurmarg,1BHK,18948.58,67.9,450,65,2019-04-01
Mumbai,Kanjurmarg,1BHK,19067.55,68.33,450,128,2019-05-01
Mumbai,Kanjurmarg,1BHK,19233.79,68.92,450,66,2019-06-01
Mumbai,Kanjurmarg,1BHK,19459.59,69.73,450,138,2019-07-01
Mumbai,Kanjurmarg,1BHK,19570.93,70.13,450,48,2019-08-01
Mumbai,Kanjurmarg,1BHK,19624.63,70.32,450,66,2019-09-01
Mumbai,Kanjurmarg,1BHK,19605.85,70.25,450,112,2019-10-01
Mumbai,Kanjurmarg,1BHK,19678.09,70.51,450,121,2019-11-01
Mumbai,Kanjurmarg,1BHK,19902.75,71.32,450,129,2019-12-01
Mumbai,Kanjurmarg,1BHK,19965.25,71.54,450,30,2020-01-01
Mumbai,Kanjurmarg,1BHK,20117.13,72.09,450,52,2020-02-01
Mumbai,Kanjurmarg,1BHK,20178.31,72.31,450,92,2020-03-01
Mumbai,Kanjurmarg,1BHK,20342.79,72.9,450,90,2020-04-01
Mumbai,Kanjurmarg,1BHK,20614.36,73.87,450,118,2020-05-01
Mumbai,Kanjurmarg,1BHK,20820.91,74.61,450,111,2020-06-01
Mumbai,Kanjurmarg,1BHK,20868.66,74.78,450,54,2020-07-01
Mumbai,Kanjurmarg,1BHK,21052.59,75.44,450,128,2020-08-01
Mumbai,Kanjurmarg,1BHK,21159.14,75.82,450,139,2020-09-01
Mumbai,Kanjurmarg,1BHK,21323.32,76.41,450,102,2020-10-01
Mumbai,Kanjurmarg,1BHK,21471.67,76.94,450,122,2020-11-01
Mumbai,Kanjurmarg,1BHK,21604.75,77.42,450,30,2020-12-01
Mumbai,Kanjurmarg,1BHK,21645.7,77.56,450,32,2021-01-01
Mumbai,Kanjurmarg,1BHK,21723.09,77.84,450,51,2021-02-01
Mumbai,Kanjurmarg,1BHK,21706.28,77.78,450,77,2021-03-01
Mumbai,Kanjurmarg,1BHK,21830.9,78.23,450,145,2021-04-01
Mumbai,Kanjurmarg,1BHK,21981.21,78.77,450,95,2021-05-01
Mumbai,Kanjurmarg,1BHK,22207.49,79.58,450,110,2021-06-01
Mumbai,Kanjurmarg,1BHK,22311.08,79.95,450,80,2021-07-01
Mumbai,Kanjurmarg,1BHK,22462.34,80.49,450,145,2021-08-01
Mumbai,Kanjurmarg,1BHK,22537.16,80.76,450,110,2021-09-01
Mumbai,Kanjurmarg,1BHK,22721.32,81.42,450,38,2021-10-01
Mumbai,Kanjurmarg,1BHK,22916.34,82.12,450,95,2021-11-01
Mumbai,Kanjurmarg,1BHK,22945.51,82.22,450,39,2021-12-01
Mumbai,Kanjurmarg,1BHK,23157.66,82.98,450,112,2022-01-01
Mumbai,Kanjurmarg,1BHK,23266.53,83.37,450,88,2022-02-01
Mumbai,Kanjurmarg,1BHK,23465.57,84.08,450,88,2022-03-01
Mumbai,Kanjurmarg,1BHK,23661.34,84.79,450,96,2022-04-01
Mumbai,Kanjurmarg,1BHK,23789.8,85.25,450,64,2022-05-01
Mumbai,Kanjurmarg,1BHK,23909.8,85.68,450,67,2022-06-01
Mumbai,Kanjurmarg,1BHK,24099.82,86.36,450,105,2022-07-01
Mumbai,Kanjurmarg,1BHK,24183.56,86.66,450,117,2022-08-01
Mumbai,Kanjurmarg,1BHK,24319.87,87.15,450,56,2022-09-01
Mumbai,Kanjurmarg,1BHK,24441.01,87.58,450,77,2022-10-01
Mumbai,Kanjurmarg,1BHK,24629.17,88.25,450,84,2022-11-01
Mumbai,Kanjurmarg,1BHK,24842.25,89.02,450,149,2022-12-01
Mumbai,Kanjurmarg,1BHK,24857.46,89.07,450,63,2023-01-01
Mumbai,Kanjurmarg,1BHK,25012.09,89.63,450,149,2023-02-01
Mumbai,Kanjurmarg,1BHK,25140.86,90.09,450,83,2023-03-01
Mumbai,Kanjurmarg,1BHK,25294.34,90.64,450,47,2023-04-01
Mumbai,Kanjurmarg,1BHK,25308.94,90.69,450,48,2023-05-01
Mumbai,Kanjurmarg,1BHK,25348.39,90.83,450,115,2023-06-01
Mumbai,Kanjurmarg,1BHK,25602.36,91.74,450,98,2023-07-01
Mumbai,Kanjurmarg,1BHK,25933.66,92.93,450,81,2023-08-01
Mumbai,Kanjurmarg,1BHK,26044.05,93.32,450,63,2023-09-01
Mumbai,Kanjurmarg,1BHK,26309.8,94.28,450,72,2023-10-01
Mumbai,Kanjurmarg,1BHK,26421.51,94.68,450,54,2023-11-01
Mumbai,Kanjurmarg,1BHK,26576.22,95.23,450,86,2023-12-01
Mumbai,Kanjurmarg,1BHK,26835.78,96.16,450,100,2024-01-01
Mumbai,Kanjurmarg,1BHK,27015.48,96.81,450,76,2024-02-01
Mumbai,Kanjurmarg,1BHK,27222.64,97.55,450,75,2024-03-01
Mumbai,Kanjurmarg,1BHK,27519.57,98.61,450,133,2024-04-01
Mumbai,Kanjurmarg,1BHK,27591.88,98.87,450,107,2024-05-01
Mumbai,Kanjurmarg,1BHK,27736.01,99.39,450,37,2024-06-01
Mumbai,Kanjurmarg,1BHK,27869.81,99.87,450,143,2024-07-01
Mumbai,Kanjurmarg,1BHK,27850.63,99.8,450,108,2024-08-01
Mumbai,Kanjurmarg,1BHK,27983.48,100.27,450,93,2024-09-01
Mumbai,Kanjurmarg,1BHK,28167.44,100.93,450,124,2024-10-01
Mumbai,Kanjurmarg,1BHK,28333.37,101.53,450,43,2024-11-01
Mumbai,Kanjurmarg,1BHK,28550.05,102.3,450,103,2024-12-01
Mumbai,Kanjurmarg,1BHK,28887.98,103.52,450,44,2025-01-01
Mumbai,Kanjurmarg,1BHK,29101.97,104.28,450,43,2025-02-01
Mumbai,Kanjurmarg,1BHK,29195.4,104.62,450,38,2025-03-01
Mumbai,Kanjurmarg,1BHK,29409.2,105.38,450,49,2025-04-01
Mumbai,Kanjurmarg,1BHK,29468.95,105.6,450,78,2025-05-01
Mumbai,Kanjurmarg,1BHK,29621.74,106.14,450,86,2025-06-01
Mumbai,Kanjurmarg,1BHK,29971.16,107.4,450,37,2025-07-01
Mumbai,Kanjurmarg,1BHK,30045.4,107.66,450,96,2025-08-01
Mumbai,Kanjurmarg,1BHK,30324.52,108.66,450,84,2025-09-01
Mumbai,Kanjurmarg,1BHK,30506.0,109.31,450,83,2025-10-01
Mumbai,Kanjurmarg,1BHK,30773.76,110.27,450,46,2025-11-01
Mumbai,Kanjurmarg,1BHK,30939.04,110.86,450,77,2025-12-01
Mumbai,Kanjurmarg,1BHK,31192.46,111.77,450,43,2026-01-01
Mumbai,Kanjurmarg,1BHK,31419.08,112.59,450,40,2026-02-01
Mumbai,Kanjurmarg,1BHK,31734.94,113.72,450,49,2026-03-01
Mumbai,Kanjurmarg,1BHK,32011.63,114.71,450,83,2026-04-01
Mumbai,Kanjurmarg,1BHK,32139.76,115.17,450,126,2026-05-01
Mumbai,Kanjurmarg,1BHK,32319.38,115.81,450,59,2026-06-01
Mumbai,Kanjurmarg,1BHK,32546.41,116.62,450,51,2026-07-01
Mumbai,Kanjurmarg,1BHK,32818.25,117.6,450,43,2026-08-01
Mumbai,Kanjurmarg,1BHK,32915.61,117.95,450,118,2026-09-01
Mumbai,Kanjurmarg,1BHK,33205.96,118.99,450,56,2026-10-01
Mumbai,Kanjurmarg,1BHK,33331.2,119.44,450,100,2026-11-01
Mumbai,Kanjurmarg,1BHK,33738.49,120.9,450,149,2026-12-01
Mumbai,Kanjurmarg,1BHK,33827.43,121.21,450,116,2027-01-01
Mumbai,Kanjurmarg,1BHK,33960.18,121.69,450,37,2027-02-01
Mumbai,Kanjurmarg,1BHK,33995.28,121.82,450,87,2027-03-01
Mumbai,Kanjurmarg,1BHK,34251.23,122.73,450,125,2027-04-01
Mumbai,Kanjurmarg,1BHK,34523.58,123.71,450,31,2027-05-01
Mumbai,Kanjurmarg,1BHK,34606.13,124.01,450,124,2027-06-01
Mumbai,Kanjurmarg,1BHK,34716.05,124.4,450,49,2027-07-01
Mumbai,Kanjurmarg,1BHK,35020.14,125.49,450,58,2027-08-01
Mumbai,Kanjurmarg,1BHK,35363.21,126.72,450,35,2027-09-01
Mumbai,Kanjurmarg,1BHK,35632.66,127.68,450,91,2027-10-01
Mumbai,Kanjurmarg,1BHK,35801.19,128.29,450,117,2027-11-01
Mumbai,Kanjurmarg,1BHK,35928.87,128.75,450,105,2027-12-01
Mumbai,Kanjurmarg,1BHK,36064.99,129.23,450,109,2028-01-01
Mumbai,Kanjurmarg,1BHK,36430.44,130.54,450,97,2028-02-01
Mumbai,Kanjurmarg,1BHK,36692.69,131.48,450,92,2028-03-01
Mumbai,Kanjurmarg,1BHK,36981.03,132.52,450,47,2028-04-01
Mumbai,Kanjurmarg,1BHK,37299.33,133.66,450,135,2028-05-01
Mumbai,Kanjurmarg,1BHK,37511.23,134.42,450,112,2028-06-01
Mumbai,Kanjurmarg,1BHK,37686.88,135.04,450,117,2028-07-01
Mumbai,Kanjurmarg,1BHK,37790.52,135.42,450,131,2028-08-01
Mumbai,Kanjurmarg,1BHK,38085.5,136.47,450,117,2028-09-01
Mumbai,Kanjurmarg,1BHK,38382.97,137.54,450,65,2028-10-01
Mumbai,Kanjurmarg,1BHK,38547.32,138.13,450,129,2028-11-01
Mumbai,Kanjurmarg,1BHK,38856.24,139.23,450,138,2028-12-01
Mumbai,Kanjurmarg,1BHK,39101.66,140.11,450,114,2029-01-01
Mumbai,Kanjurmarg,1BHK,39482.17,141.48,450,69,2029-02-01
Mumbai,Kanjurmarg,1BHK,39811.9,142.66,450,60,2029-03-01
Mumbai,Kanjurmarg,1BHK,40102.74,143.7,450,120,2029-04-01
Mumbai,Kanjurmarg,1BHK,40328.19,144.51,450,76,2029-05-01
Mumbai,Kanjurmarg,1BHK,40322.28,144.49,450,56,2029-06-01
Mumbai,Kanjurmarg,1BHK,40857.21,146.41,450,148,2029-07-01
Mumbai,Kanjurmarg,1BHK,41014.3,146.97,450,134,2029-08-01
Mumbai,Kanjurmarg,1BHK,41470.13,148.6,450,39,2029-09-01
Mumbai,Kanjurmarg,1BHK,41812.46,149.83,450,94,2029-10-01
Mumbai,Kanjurmarg,1BHK,42054.11,150.69,450,107,2029-11-01
Mumbai,Kanjurmarg,1BHK,42174.39,151.12,450,126,2029-12-01
Mumbai,Kanjurmarg,1BHK,42320.87,151.65,450,149,2030-01-01
Mumbai,Kanjurmarg,1BHK,42646.28,152.82,450,60,2030-02-01
Mumbai,Kanjurmarg,1BHK,42819.33,153.44,450,66,2030-03-01
Mumbai,Kanjurmarg,1BHK,42964.71,153.96,450,102,2030-04-01
Mumbai,Kanjurmarg,1BHK,43182.1,154.74,450,112,2030-05-01
Mumbai,Kanjurmarg,1BHK,43450.79,155.7,450,70,2030-06-01
Mumbai,Kanjurmarg,1BHK,43527.11,155.97,450,113,2030-07-01
Mumbai,Kanjurmarg,1BHK,43874.88,157.22,450,33,2030-08-01
Mumbai,Kanjurmarg,1BHK,43983.6,157.61,450,107,2030-09-01
Mumbai,Kanjurmarg,1BHK,44108.15,158.05,450,41,2030-10-01
Mumbai,Kanjurmarg,1BHK,44432.23,159.22,450,41,2030-11-01
Mumbai,Kanjurmarg,1BHK,44667.7,160.06,450,37,2030-12-01
Mumbai,Kanjurmarg,1BHK,45185.34,161.91,450,37,2031-01-01
Mumbai,Kanjurmarg,1BHK,45366.18,162.56,450,134,2031-02-01
Mumbai,Kanjurmarg,1BHK,45771.18,164.01,450,48,2031-03-01
Mumbai,Kanjurmarg,1BHK,46100.72,165.19,450,46,2031-04-01
Mumbai,Kanjurmarg,1BHK,46187.46,165.51,450,145,2031-05-01
Mumbai,Kanjurmarg,1BHK,46365.19,166.14,450,58,2031-06-01
Mumbai,Kanjurmarg,1BHK,46645.83,167.15,450,127,2031-07-01
Mumbai,Kanjurmarg,1BHK,46635.75,167.11,450,120,2031-08-01
Mumbai,Kanjurmarg,1BHK,46918.97,168.13,450,66,2031-09-01
Mumbai,Kanjurmarg,1BHK,47202.81,169.14,450,132,2031-10-01
Mumbai,Kanjurmarg,1BHK,47789.99,171.25,450,140,2031-11-01
Mumbai,Kanjurmarg,1BHK,48288.11,173.03,450,130,2031-12-01
Mumbai,Kanjurmarg,1BHK,48722.39,174.59,450,127,2032-01-01
Mumbai,Kanjurmarg,1BHK,49161.42,176.16,450,143,2032-02-01
Mumbai,Kanjurmarg,1BHK,49485.34,177.32,450,102,2032-03-01
Mumbai,Kanjurmarg,1BHK,49641.31,177.88,450,120,2032-04-01
Mumbai,Kanjurmarg,1BHK,49788.88,178.41,450,65,2032-05-01
Mumbai,Kanjurmarg,1BHK,49994.67,179.15,450,37,2032-06-01
Mumbai,Kanjurmarg,1BHK,50214.34,179.93,450,61,2032-07-01
Mumbai,Kanjurmarg,1BHK,50443.13,180.75,450,122,2032-08-01
Mumbai,Kanjurmarg,1BHK,50664.12,181.55,450,33,2032-09-01
Mumbai,Kanjurmarg,1BHK,50869.75,182.28,450,148,2032-10-01
Mumbai,Kanjurmarg,1BHK,51308.09,183.85,450,124,2032-11-01
Mumbai,Kanjurmarg,1BHK,51736.46,185.39,450,131,2032-12-01
Mumbai,Kanjurmarg,1BHK,51917.32,186.04,450,129,2033-01-01
Mumbai,Kanjurmarg,1BHK,52225.31,187.14,450,94,2033-02-01
Mumbai,Kanjurmarg,1BHK,52490.91,188.09,450,80,2033-03-01
Mumbai,Kanjurmarg,1BHK,52840.3,189.34,450,129,2033-04-01
Mumbai,Kanjurmarg,1BHK,53377.43,191.27,450,58,2033-05-01
Mumbai,Kanjurmarg,1BHK,53364.26,191.22,450,130,2033-06-01
Mumbai,Kanjurmarg,1BHK,53697.25,192.42,450,33,2033-07-01
Mumbai,Kanjurmarg,1BHK,54026.62,193.6,450,135,2033-08-01
Mumbai,Kanjurmarg,1BHK,54546.74,195.46,450,127,2033-09-01
Mumbai,Kanjurmarg,1BHK,54565.84,195.53,450,144,2033-10-01
Mumbai,Kanjurmarg,1BHK,55051.81,197.27,450,50,2033-11-01
Mumbai,Kanjurmarg,1BHK,55582.91,199.17,450,106,2033-12-01
Mumbai,Kanjurmarg,1BHK,55879.37,200.23,450,143,2034-01-01
Mumbai,Kanjurmarg,1BHK,56133.91,201.15,450,67,2034-02-01
Mumbai,Kanjurmarg,1BHK,56417.31,202.16,450,57,2034-03-01
Mumbai,Kanjurmarg,1BHK,56655.19,203.01,450,32,2034-04-01
Mumbai,Kanjurmarg,1BHK,57114.34,204.66,450,95,2034-05-01
Mumbai,Kanjurmarg,1BHK,57596.84,206.39,450,97,2034-06-01
Mumbai,Kanjurmarg,1BHK,57840.79,207.26,450,119,2034-07-01
Mumbai,Kanjurmarg,1BHK,58217.52,208.61,450,138,2034-08-01
Mumbai,Kanjurmarg,1BHK,58647.45,210.15,450,123,2034-09-01
Mumbai,Kanjurmarg,1BHK,59262.24,212.36,450,50,2034-10-01
Mumbai,Kanjurmarg,1BHK,59907.15,214.67,450,126,2034-11-01
Mumbai,Kanjurmarg,1BHK,60228.69,215.82,450,31,2034-12-01
Mumbai,Kanjurmarg,2BHK,13644.93,48.89,650,127,2015-01-01
Mumbai,Kanjurmarg,2BHK,13698.74,49.09,650,45,2015-02-01
Mumbai,Kanjurmarg,2BHK,13863.82,49.68,650,66,2015-03-01
Mumbai,Kanjurmarg,2BHK,13956.17,50.01,650,101,2015-04-01
Mumbai,Kanjurmarg,2BHK,14096.98,50.51,650,35,2015-05-01
Mumbai,Kanjurmarg,2BHK,14181.06,50.82,650,147,2015-06-01
Mumbai,Kanjurmarg,2BHK,14289.98,51.21,650,66,2015-07-01
Mumbai,Kanjurmarg,2BHK,14338.82,51.38,650,52,2015-08-01
Mumbai,Kanjurmarg,2BHK,14442.16,51.75,650,106,2015-09-01
Mumbai,Kanjurmarg,2BHK,14568.09,52.2,650,61,2015-10-01
Mumbai,Kanjurmarg,2BHK,14710.03,52.71,650,43,2015-11-01
Mumbai,Kanjurmarg,2BHK,14766.15,52.91,650,45,2015-12-01
Mumbai,Kanjurmarg,2BHK,14791.96,53.0,650,143,2016-01-01
Mumbai,Kanjurmarg,2BHK,14954.74,53.59,650,123,2016-02-01
Mumbai,Kanjurmarg,2BHK,15080.08,54.04,650,125,2016-03-01
Mumbai,Kanjurmarg,2BHK,15180.65,54.4,650,52,2016-04-01
Mumbai,Kanjurmarg,2BHK,15353.12,55.02,650,130,2016-05-01
Mumbai,Kanjurmarg,2BHK,15476.18,55.46,650,100,2016-06-01
Mumbai,Kanjurmarg,2BHK,15567.26,55.78,650,76,2016-07-01
Mumbai,Kanjurmarg,2BHK,15594.91,55.88,650,136,2016-08-01
Mumbai,Kanjurmarg,2BHK,15584.4,55.84,650,126,2016-09-01
Mumbai,Kanjurmarg,2BHK,15703.16,56.27,650,112,2016-10-01
Mumbai,Kanjurmarg,2BHK,15752.66,56.45,650,90,2016-11-01
Mumbai,Kanjurmarg,2BHK,15776.33,56.53,650,147,2016-12-01
Mumbai,Kanjurmarg,2BHK,15886.64,56.93,650,90,2017-01-01
Mumbai,Kanjurmarg,2BHK,15918.94,57.04,650,134,2017-02-01
Mumbai,Kanjurmarg,2BHK,16019.21,57.4,650,61,2017-03-01
Mumbai,Kanjurmarg,2BHK,16145.21,57.85,650,125,2017-04-01
Mumbai,Kanjurmarg,2BHK,16240.4,58.19,650,118,2017-05-01
Mumbai,Kanjurmarg,2BHK,16296.22,58.39,650,96,2017-06-01
Mumbai,Kanjurmarg,2BHK,16492.29,59.1,650,67,2017-07-01
Mumbai,Kanjurmarg,2BHK,16599.21,59.48,650,136,2017-08-01
Mumbai,Kanjurmarg,2BHK,16731.55,59.95,650,83,2017-09-01
Mumbai,Kanjurmarg,2BHK,16819.52,60.27,650,63,2017-10-01
Mumbai,Kanjurmarg,2BHK,16946.9,60.73,650,117,2017-11-01
Mumbai,Kanjurmarg,2BHK,17037.56,61.05,650,129,2017-12-01
Mumbai,Kanjurmarg,2BHK,17161.28,61.49,650,109,2018-01-01
Mumbai,Kanjurmarg,2BHK,17352.98,62.18,650,129,2018-02-01
Mumbai,Kanjurmarg,2BHK,17481.1,62.64,650,121,2018-03-01
Mumbai,Kanjurmarg,2BHK,17659.13,63.28,650,132,2018-04-01
Mumbai,Kanjurmarg,2BHK,17842.99,63.94,650,112,2018-05-01
Mumbai,Kanjurmarg,2BHK,17882.87,64.08,650,88,2018-06-01
Mumbai,Kanjurmarg,2BHK,18042.55,64.65,650,111,2018-07-01
Mumbai,Kanjurmarg,2BHK,18106.76,64.88,650,43,2018-08-01
Mumbai,Kanjurmarg,2BHK,18189.31,65.18,650,111,2018-09-01
Mumbai,Kanjurmarg,2BHK,18365.12,65.81,650,30,2018-10-01
Mumbai,Kanjurmarg,2BHK,18457.1,66.14,650,101,2018-11-01
Mumbai,Kanjurmarg,2BHK,18637.25,66.78,650,135,2018-12-01
Mumbai,Kanjurmarg,2BHK,18751.46,67.19,650,70,2019-01-01
Mumbai,Kanjurmarg,2BHK,18898.0,67.72,650,86,2019-02-01
Mumbai,Kanjurmarg,2BHK,19051.67,68.27,650,60,2019-03-01
Mumbai,Kanjurmarg,2BHK,19182.47,68.74,650,52,2019-04-01
Mumbai,Kanjurmarg,2BHK,19212.85,68.85,650,108,2019-05-01
Mumbai,Kanjurmarg,2BHK,19392.45,69.49,650,48,2019-06-01
Mumbai,Kanjurmarg,2BHK,19527.66,69.97,650,40,2019-07-01
Mumbai,Kanjurmarg,2BHK,19608.42,70.26,650,73,2019-08-01
Mumbai,Kanjurmarg,2BHK,19774.83,70.86,650,149,2019-09-01
Mumbai,Kanjurmarg,2BHK,19779.92,70.88,650,67,2019-10-01
Mumbai,Kanjurmarg,2BHK,19956.19,71.51,650,65,2019-11-01
Mumbai,Kanjurmarg,2BHK,20071.69,71.92,650,38,2019-12-01
Mumbai,Kanjurmarg,2BHK,20153.86,72.22,650,47,2020-01-01
Mumbai,Kanjurmarg,2BHK,20254.76,72.58,650,122,2020-02-01
Mumbai,Kanjurmarg,2BHK,20432.57,73.22,650,71,2020-03-01
Mumbai,Kanjurmarg,2BHK,20655.12,74.01,650,76,2020-04-01
Mumbai,Kanjurmarg,2BHK,20888.36,74.85,650,40,2020-05-01
Mumbai,Kanjurmarg,2BHK,21072.59,75.51,650,55,2020-06-01
Mumbai,Kanjurmarg,2BHK,21050.5,75.43,650,49,2020-07-01
Mumbai,Kanjurmarg,2BHK,21174.97,75.88,650,32,2020-08-01
Mumbai,Kanjurmarg,2BHK,21334.26,76.45,650,108,2020-09-01
Mumbai,Kanjurmarg,2BHK,21530.91,77.15,650,59,2020-10-01
Mumbai,Kanjurmarg,2BHK,21644.47,77.56,650,58,2020-11-01
Mumbai,Kanjurmarg,2BHK,21783.55,78.06,650,146,2020-12-01
Mumbai,Kanjurmarg,2BHK,21899.9,78.47,650,61,2021-01-01
Mumbai,Kanjurmarg,2BHK,21905.34,78.49,650,39,2021-02-01
Mumbai,Kanjurmarg,2BHK,21952.96,78.66,650,65,2021-03-01
Mumbai,Kanjurmarg,2BHK,22057.5,79.04,650,141,2021-04-01
Mumbai,Kanjurmarg,2BHK,22112.43,79.24,650,141,2021-05-01
Mumbai,Kanjurmarg,2BHK,22185.87,79.5,650,93,2021-06-01
Mumbai,Kanjurmarg,2BHK,22360.37,80.12,650,99,2021-07-01
Mumbai,Kanjurmarg,2BHK,22564.96,80.86,650,128,2021-08-01
Mumbai,Kanjurmarg,2BHK,22716.61,81.4,650,97,2021-09-01
Mumbai,Kanjurmarg,2BHK,22699.4,81.34,650,133,2021-10-01
Mumbai,Kanjurmarg,2BHK,22824.98,81.79,650,138,2021-11-01
Mumbai,Kanjurmarg,2BHK,23029.04,82.52,650,119,2021-12-01
Mumbai,Kanjurmarg,2BHK,23285.75,83.44,650,80,2022-01-01
Mumbai,Kanjurmarg,2BHK,23406.55,83.87,650,142,2022-02-01
Mumbai,Kanjurmarg,2BHK,23546.82,84.38,650,39,2022-03-01
Mumbai,Kanjurmarg,2BHK,23593.71,84.54,650,60,2022-04-01
Mumbai,Kanjurmarg,2BHK,23778.67,85.21,650,43,2022-05-01
Mumbai,Kanjurmarg,2BHK,23940.62,85.79,650,128,2022-06-01
Mumbai,Kanjurmarg,2BHK,23994.57,85.98,650,125,2022-07-01
Mumbai,Kanjurmarg,2BHK,24131.21,86.47,650,96,2022-08-01
Mumbai,Kanjurmarg,2BHK,24282.26,87.01,650,67,2022-09-01
Mumbai,Kanjurmarg,2BHK,24475.21,87.7,650,55,2022-10-01
Mumbai,Kanjurmarg,2BHK,24680.72,88.44,650,61,2022-11-01
Mumbai,Kanjurmarg,2BHK,24910.73,89.26,650,40,2022-12-01
Mumbai,Kanjurmarg,2BHK,25216.58,90.36,650,111,2023-01-01
Mumbai,Kanjurmarg,2BHK,25508.24,91.4,650,41,2023-02-01
Mumbai,Kanjurmarg,2BHK,25558.27,91.58,650,80,2023-03-01
Mumbai,Kanjurmarg,2BHK,25876.58,92.72,650,34,2023-04-01
Mumbai,Kanjurmarg,2BHK,26036.22,93.3,650,85,2023-05-01
Mumbai,Kanjurmarg,2BHK,26193.63,93.86,650,118,2023-06-01
Mumbai,Kanjurmarg,2BHK,26538.22,95.1,650,125,2023-07-01
Mumbai,Kanjurmarg,2BHK,26781.16,95.97,650,73,2023-08-01
Mumbai,Kanjurmarg,2BHK,26845.42,96.2,650,102,2023-09-01
Mumbai,Kanjurmarg,2BHK,26865.52,96.27,650,40,2023-10-01
Mumbai,Kanjurmarg,2BHK,27060.38,96.97,650,87,2023-11-01
Mumbai,Kanjurmarg,2BHK,27230.55,97.58,650,119,2023-12-01
Mumbai,Kanjurmarg,2BHK,27367.09,98.07,650,50,2024-01-01
Mumbai,Kanjurmarg,2BHK,27552.43,98.73,650,101,2024-02-01
Mumbai,Kanjurmarg,2BHK,27608.48,98.93,650,87,2024-03-01
Mumbai,Kanjurmarg,2BHK,27964.85,100.21,650,46,2024-04-01
Mumbai,Kanjurmarg,2BHK,28155.09,100.89,650,81,2024-05-01
Mumbai,Kanjurmarg,2BHK,28320.69,101.48,650,105,2024-06-01
Mumbai,Kanjurmarg,2BHK,28525.93,102.22,650,81,2024-07-01
Mumbai,Kanjurmarg,2BHK,28726.39,102.94,650,66,2024-08-01
Mumbai,Kanjurmarg,2BHK,28857.05,103.4,650,39,2024-09-01
Mumbai,Kanjurmarg,2BHK,29008.09,103.95,650,76,2024-10-01
Mumbai,Kanjurmarg,2BHK,29151.51,104.46,650,38,2024-11-01
Mumbai,Kanjurmarg,2BHK,29424.84,105.44,650,43,2024-12-01
Mumbai,Kanjurmarg,2BHK,29627.4,106.16,650,33,2025-01-01
Mumbai,Kanjurmarg,2BHK,29870.08,107.03,650,31,2025-02-01
Mumbai,Kanjurmarg,2BHK,30222.08,108.3,650,137,2025-03-01
Mumbai,Kanjurmarg,2BHK,30442.77,109.09,650,104,2025-04-01
Mumbai,Kanjurmarg,2BHK,30754.12,110.2,650,36,2025-05-01
Mumbai,Kanjurmarg,2BHK,31008.5,111.11,650,95,2025-06-01
Mumbai,Kanjurmarg,2BHK,31190.58,111.77,650,145,2025-07-01
Mumbai,Kanjurmarg,2BHK,31417.96,112.58,650,139,2025-08-01
Mumbai,Kanjurmarg,2BHK,31634.84,113.36,650,86,2025-09-01
Mumbai,Kanjurmarg,2BHK,31828.95,114.05,650,67,2025-10-01
Mumbai,Kanjurmarg,2BHK,31764.8,113.82,650,137,2025-11-01
Mumbai,Kanjurmarg,2BHK,31957.67,114.51,650,103,2025-12-01
Mumbai,Kanjurmarg,2BHK,32074.22,114.93,650,81,2026-01-01
Mumbai,Kanjurmarg,2BHK,32311.34,115.78,650,67,2026-02-01
Mumbai,Kanjurmarg,2BHK,32480.23,116.39,650,110,2026-03-01
Mumbai,Kanjurmarg,2BHK,32778.11,117.45,650,118,2026-04-01
Mumbai,Kanjurmarg,2BHK,32925.07,117.98,650,46,2026-05-01
Mumbai,Kanjurmarg,2BHK,33135.88,118.74,650,107,2026-06-01
Mumbai,Kanjurmarg,2BHK,33248.68,119.14,650,99,2026-07-01
Mumbai,Kanjurmarg,2BHK,33556.54,120.24,650,102,2026-08-01
Mumbai,Kanjurmarg,2BHK,33672.29,120.66,650,55,2026-09-01
Mumbai,Kanjurmarg,2BHK,33899.22,121.47,650,65,2026-10-01
Mumbai,Kanjurmarg,2BHK,34285.04,122.85,650,103,2026-11-01
Mumbai,Kanjurmarg,2BHK,34466.98,123.51,650,47,2026-12-01
Mumbai,Kanjurmarg,2BHK,34521.08,123.7,650,34,2027-01-01
Mumbai,Kanjurmarg,2BHK,34826.73,124.8,650,66,2027-02-01
Mumbai,Kanjurmarg,2BHK,34811.51,124.74,650,81,2027-03-01
Mumbai,Kanjurmarg,2BHK,35199.82,126.13,650,44,2027-04-01
Mumbai,Kanjurmarg,2BHK,35550.43,127.39,650,92,2027-05-01
Mumbai,Kanjurmarg,2BHK,35892.39,128.61,650,57,2027-06-01
